duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,resumed,established,curve_not-applicable,curve_secp256r1,curve_secp384r1,curve_secp521r1,curve_x25519,conn_state_OTH,conn_state_RSTO,conn_state_RSTR,conn_state_RSTRH,conn_state_S1,conn_state_S3,conn_state_SF,conn_state_SHR,version_TLSv10,version_TLSv11,version_TLSv12,version_TLSv13,ke_DHE,ke_ECDHE,ke_RSA,ke_nan,aut_ECDSA,aut_RSA,aut_nan,bulk_de_3DES_EDE_CBC,bulk_de_AES_128_CBC,bulk_de_AES_128_GCM,bulk_de_AES_256_CBC,bulk_de_AES_256_GCM,bulk_de_CHACHA20_POLY1305,mac_SHA,mac_SHA256,mac_SHA384,Classe
151.456772625,0.0,23355.0,0.0,0.0,0.0,44.0,18396.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
